1649134730,3525.91
1649134741,3526.38
1649134752,3526.36
1649134763,3526.28
1649134775,3526.45
1649134876,3526.81
1649134888,3526.32
1649134899,3526.39
1649135982,3523.41
1649135994,3523.54
1649136006,3523.75
1649136018,3524.37
1649136030,3524.04
1649136043,3525.88
1649136056,3525.17
1649136067,3525.11
1649136078,3524.85
1649136090,3524.91
1649136102,3525.03
1649136113,3524.49
1649136125,3524.87
1649136136,3525.17
1649136149,3524.06
1649136160,3522.95
1649136171,3522.6
1649136192,3522.69
1649136203,3522.51
1649136214,3522.12
1649136225,3521.83
1649136236,3521.17
1649136248,3521.32
1649136259,3522.15
1649136271,3521.61
