1649134730,0.07537
1649134741,0.07537
1649134752,0.07537
1649134764,0.07537
1649134775,0.07537
1649134876,0.07535
1649134888,0.07533
1649134900,0.07533
1649135982,0.07539
1649135994,0.07539
1649136006,0.07537
1649136018,0.07537
1649136030,0.07535
1649136044,0.07535
1649136056,0.07536
1649136067,0.07536
1649136079,0.07536
1649136090,0.07536
1649136102,0.07536
1649136114,0.07536
1649136125,0.07536
1649136137,0.07536
1649136149,0.07536
1649136161,0.07536
1649136172,0.07536
1649136192,0.07536
1649136203,0.07534
1649136215,0.07534
1649136226,0.07534
1649136237,0.07534
1649136248,0.07532
1649136259,0.07532
1649136272,0.07532
