1649134730,3.24e-06
1649134742,3.24e-06
1649134753,3.24e-06
1649134764,3.25e-06
1649134775,3.25e-06
1649134877,3.25e-06
1649134889,3.25e-06
1649134900,3.25e-06
1649135983,3.23e-06
1649135994,3.23e-06
1649136007,3.23e-06
1649136019,3.23e-06
1649136031,3.23e-06
1649136045,3.23e-06
1649136056,3.23e-06
1649136068,3.23e-06
1649136079,3.23e-06
1649136091,3.23e-06
1649136103,3.23e-06
1649136114,3.23e-06
1649136126,3.23e-06
1649136137,3.24e-06
1649136150,3.24e-06
1649136161,3.24e-06
1649136172,3.24e-06
1649136192,3.24e-06
1649136204,3.24e-06
1649136215,3.24e-06
1649136226,3.24e-06
1649136237,3.24e-06
1649136249,3.24e-06
1649136260,3.24e-06
1649136272,3.24e-06
