1649134729,46788.65
1649134740,46792.33
1649134752,46792.63
1649134763,46793.6
1649134774,46792.79
1649134875,46817.27
1649134888,46810.68
1649134899,46820.13
1649135981,46746.89
1649135993,46742.02
1649136005,46761
1649136017,46764.28
1649136029,46771.29
1649136042,46786.38
1649136055,46777.12
1649136066,46789.64
1649136078,46774.93
1649136090,46777.62
1649136101,46776.33
1649136113,46775.36
1649136125,46782.95
1649136136,46784.5
1649136148,46770.75
1649136160,46759.9
1649136171,46749.76
1649136183,46756.16
1649136191,46754.1
1649136203,46759.12
1649136214,46752.23
1649136225,46752.4
1649136236,46746.65
1649136247,46754.51
1649136259,46763.79
1649136270,46760.33
